,GameRant URL,GameRant Title,GameRant Timestamp,First Announcement Url,First Announcement Timestamp,Delta Time
0,https://gamerant.com/pokemon-scarlet-violet-guaranteed-shiny-hunting-method-discovery/,Pokemon Scarlet and Violet Players May Have Discovered Guaranteed Shiny Hunting Method,2024-01-06 13:14:29,,,2024-01-06 13:14:29
0,https://gamerant.com/epic-games-store-free-games-january-2024-leaks-love/,Possible Epic Games Store Free Game for January 18 Leaked Online,2024-01-05 05:51:18,,,2024-01-05 05:51:18
0,https://gamerant.com/pokemon-go-master-ball-best-use/,Pokemon GO Player Finds 'Perfect' Use for Master Ball,2024-04-06 06:54:20,,,2024-04-06 06:54:20
0,https://gamerant.com/xbox-game-pass-insurgency-sandstorm-upgrade-update/,Xbox Game Pass Game Gets Big Free Upgrade,2024-01-30 10:49:20,,,2024-01-30 10:49:20
0,https://gamerant.com/pokemon-scarlet-and-violet-free-mystery-gift-item-neo-kitakami-case/,New Pokemon Scarlet and Violet Mystery Gift Code Gets You a Free Item,2024-01-15 09:54:46,,,2024-01-15 09:54:46
0,https://gamerant.com/bethesda-chart-number-of-quests-starfield-skyrim-fallout-4/,"Bethesda Chart Compares the Number of Quests in Starfield, Skyrim, and Fallout 4",2024-04-11 18:14:21,https://news.xbox.com/en-us/2024/01/24/starfield-spacesuit-competition/,2024-01-24 09:00:00,78 days 09:14:21
0,https://gamerant.com/ps-plus-free-games-january-2024-lost-epic/,Some PS Plus Subscribers Are Getting a Different Free Game for January 2024,2024-01-01 06:01:09,,,2024-01-01 06:01:09
0,https://gamerant.com/super-mario-run-update-patch-notes/,Forgotten Super Mario Game Gets New Update 8 Years After Launch,2024-03-18 08:37:06,,,2024-03-18 08:37:06
0,https://gamerant.com/helldivers-2-dev-response-demand-more-servers/,Helldivers 2 Dev Addresses Demand for More Servers,2024-02-19 17:29:34,,,2024-02-19 17:29:34
0,https://gamerant.com/bloodborne-return-to-yharnam-2024-dates-when/,Bloodborne Is About to Make a Big Comeback,2024-03-16 11:36:54,,,2024-03-16 11:36:54
0,https://gamerant.com/planet-of-lana-playstation-nintendo-switch-release-date/,Xbox Console Exclusive Is Jumping Ship to PlayStation and Switch on April 16,2024-03-16 16:53:08,,,2024-03-16 16:53:08
0,https://gamerant.com/stardew-valley-100-million-gold-profit-after-passing-out/,"Stardew Valley Player Passes Out, Wakes Up to 100 Million Gold",2024-04-27 13:06:39,,,2024-04-27 13:06:39
0,https://gamerant.com/amazon-fallout-3-new-vegas-free-offer-luna-cloud-streaming/,"Amazon Surprises Subscribers With Free Access to 2 of the Best Fallout Games, But There's a Catch",2024-04-11 08:33:05,,,2024-04-11 08:33:05
0,https://gamerant.com/stalker-2-release-date-xbox-game-pass-september-2024/,Xbox Game Pass Confirms Huge Console Exclusive for September 5,2024-01-16 06:53:06,https://news.xbox.com/en-us/2024/01/31/2024-xbox-games/,2024-01-31 15:00:00,-16 days +15:53:06
0,https://gamerant.com/call-of-duty-rick-grimes-skin-fan-criticism/,Call of Duty Fans Aren't Happy About Rick Grimes Skin,2024-02-07 12:42:50,,,2024-02-07 12:42:50
0,https://gamerant.com/pokemon-go-updates-events-april-2024-rediscover/,April 17 and 22 Are Going to Be Huge Days for Pokemon GO,2024-04-15 10:25:15,,,2024-04-15 10:25:15
0,https://gamerant.com/nintendo-switch-online-new-games-april-2024-n64/,Surprise Switch Online Update Adds 2 Nintendo 64 Games,2024-04-24 03:41:17,,,2024-04-24 03:41:17
0,https://gamerant.com/kingdom-hearts-4-news-updates-2024-kh4/,Kingdom Hearts 4 Gets First Official Update in Over a Year [UPDATE],2024-03-21 06:42:57,,,2024-03-21 06:42:57
0,https://gamerant.com/church-steam-logo/,Church Appears to Use Steam Logo,2024-01-29 13:30:29,,,2024-01-29 13:30:29
0,https://gamerant.com/elden-ring-dlc-news-update/,Elden Ring DLC Gets Exciting Update,2024-01-15 05:38:53,,,2024-01-15 05:38:53
0,https://gamerant.com/sea-of-thieves-playstation-ps5-release-date/,Sea of Thieves Is on the Verge of Breaking a 39 Year Streak,2024-02-24 08:56:10,,,2024-02-24 08:56:10
0,https://gamerant.com/palworld-xbox-multiplayer-dedicated-servers-co-op/,Palworld Xbox Version Has 1 Unfortunate Restriction,2024-01-19 09:59:24,https://news.xbox.com/en-us/2024/04/22/ign-x-idxbox-digital-showcase-returns/,2024-04-22 11:00:00,-95 days +22:59:24
0,https://gamerant.com/new-games-like-stardew-valley-mirthwood/,New Open World RPG is Like Stardew Valley Meets Fable,2024-05-01 11:43:37,,,2024-05-01 11:43:37
0,https://gamerant.com/bethesda-studio-france-closed-microsoft/,Rumor: Bethesda Studio Shut Down by Microsoft,2024-04-24 19:26:25,,,2024-04-24 19:26:25
0,https://gamerant.com/steam-fallout-76-all-time-pc-player-peak-2024/,6-Year-Old Steam Game Just Hit Its All-Time Player Peak,2024-04-14 13:21:38,https://news.xbox.com/en-us/2024/03/12/raw-fury-xbox-publisher-spotlight-sale/,2024-03-12 15:00:00,32 days 22:21:38
0,https://gamerant.com/epic-games-store-free-game-when-april-2024-big-con/,Epic Games Store Reveals Free Game Coming on April 18,2024-04-11 07:05:14,,,2024-04-11 07:05:14
0,https://gamerant.com/zelda-tears-of-the-kingdom-hidden-cave/,Zelda: Tears of the Kingdom Has a Hidden Cave,2024-04-16 14:34:36,,,2024-04-16 14:34:36
0,https://gamerant.com/epic-games-store-free-games-april-2024-industria-lisa/,Epic Games Store Reveals 2 Free Games for April 25,2024-04-18 07:27:39,,,2024-04-18 07:27:39
0,https://gamerant.com/xbox-game-pass-april-2024-botany-manor-kona/,"Xbox Game Pass Adds Two Games Today, Including a Day One Launch Title",2024-04-09 03:10:03,https://news.xbox.com/en-us/2024/02/08/games-revealed-for-xbox-during-the-whitethorn-winter-showcase/,2024-02-08 15:00:00,60 days 12:10:03
0,https://gamerant.com/pathless-woods-launch-positive-reviews/,New Co-Op Open World Survival Game Releases to 'Very Positive' Reviews,2024-04-03 11:58:52,,,2024-04-03 11:58:52
0,https://gamerant.com/starfield-recolonize-earth-outposts/,Starfield Player is Attempting to Recolonize Earth,2024-03-30 13:12:52,,,2024-03-30 13:12:52
0,https://gamerant.com/fortnite-free-v-bucks-battle-pass-changes/,Fortnite Fans Frustrated Over Change to Battle Pass V-Bucks,2024-02-05 07:18:25,,,2024-02-05 07:18:25
0,https://gamerant.com/palworld-chillet-dragon-detail-jump-copy/,Palworld Players Discover Wholesome Detail,2024-01-28 06:09:24,,,2024-01-28 06:09:24
0,https://gamerant.com/assassins-creed-red-rumors-leaks-title-shadows/,Assassin's Creed Red's Real Title Leaks Online,2024-04-20 11:04:04,,,2024-04-20 11:04:04
0,https://gamerant.com/xbox-controller-firmware-update-march-2024/,Xbox Releases New Controller Update,2024-03-09 10:22:42,https://news.xbox.com/en-us/2024/02/07/world-of-tanks-xbox-10-years/,2024-02-07 07:00:00,31 days 03:22:42
0,https://gamerant.com/sims-5-map-leak/,The Sims 5 Leak Reveals the Game’s Map,2024-03-29 02:31:08,,,2024-03-29 02:31:08
0,https://gamerant.com/final-fantasy-7-remake-xbox-port-ff7-rumor/,Rumor: Microsoft in Talks to Bring Big PlayStation Console Exclusive to Xbox,2024-01-16 04:46:51,https://news.xbox.com/en-us/2024/01/18/xbox-developer-direct-2024-recap/,2024-01-18 15:50:15,-3 days +12:56:36
0,https://gamerant.com/palworld-update-0-1-5-0-breeding-changes-players-unhappy-dev-fix-soon/,Palworld Players Not Happy About Breeding Changes,2024-02-27 11:59:37,,,2024-02-27 11:59:37
0,https://gamerant.com/starfield-update-1947-patch-notes-changelog-whats-new/,Starfield Releases Massive Update 1.9.47,2024-01-18 09:04:17,,,2024-01-18 09:04:17
0,https://gamerant.com/epic-games-store-free-games-now-february-2024-super-meat-boy-forever/,Epic Games Store Replaces Fallout Titles with Different February 22 Free Game,2024-02-17 02:12:12,,,2024-02-17 02:12:12
0,https://gamerant.com/ps-plus-extra-premium-games-february-2024-tales-arise-vesperia-symphonia/,"PS Plus Extra and Premium Add 13 Games Today, Including 4 From the Same Franchise",2024-02-20 04:23:17,,,2024-02-20 04:23:17
0,https://gamerant.com/pokemon-go-player-rare-8-year-old-egg-staryu-legacy-move/,Pokemon GO Player Hatches Rare Pokemon That Was Last Available 8 Years Ago,2024-03-26 16:25:42,,,2024-03-26 16:25:42
0,https://gamerant.com/epic-games-store-free-games-when-may-2024-orcs-must-die/,Epic Games Store Reveals Free Game for May 2,2024-04-25 07:03:08,,,2024-04-25 07:03:08
0,https://gamerant.com/xbox-game-pass-ultimate-perks-right-now-persona-3-reload-dlc-keep-forever/,New Xbox Game Pass Ultimate Perk Is Better Than Expected,2024-03-16 08:33:34,,,2024-03-16 08:33:34
0,https://gamerant.com/halo-master-chief-collection-updates-development-done-ended/,New Report is Bad News for Halo: Master Chief Collection Players,2024-03-11 09:17:33,,,2024-03-11 09:17:33
0,https://gamerant.com/pokemon-scarlet-violet-leaks-update-new-mythical/,Pokemon Scarlet and Violet Leak Hints at Big Update on the Way,2024-01-27 06:11:43,,,2024-01-27 06:11:43
0,https://gamerant.com/xbox-game-pass-february-2024-games-anuchard/,Xbox Game Pass Adds Zelda-Like RPG With 'Very Positive' Reviews,2024-02-05 23:54:57,,,2024-02-05 23:54:57
0,https://gamerant.com/xbox-game-pass-january-2024-games-go-mecha-ball-phantom-abyss/,Xbox Game Pass Adds Highly Replayable Day One Game Today,2024-01-25 02:19:55,https://news.xbox.com/en-us/2024/02/15/ea-play-february-madden-24/,2024-02-15 13:00:00,-22 days +13:19:55
0,https://gamerant.com/call-of-duty-warzone-update-patch-notes-broken-not-working-season-1-reloaded/,Call of Duty: Warzone Having Some Serious Issues After Latest Update,2024-01-17 10:24:17,,,2024-01-17 10:24:17
0,https://gamerant.com/palworld-update-xbox-today-patch-notes/,Palworld Gets New Update on Xbox,2024-01-29 07:02:23,https://news.xbox.com/en-us/2024/01/31/palworld-biggest-3rd-party-game-pass-launch-ever/,2024-01-31 13:00:00,-3 days +18:02:23
0,https://gamerant.com/spider-man-2-update-1002003/,Spider-Man 2 Releases New Update You Can Download Right Now,2024-04-18 12:38:12,,,2024-04-18 12:38:12
0,https://gamerant.com/sims-4-free-backyard-stuff-dlc-pack-sale-promo/,The Sims 4 Is Giving Away a Free DLC Pack,2024-03-14 15:00:58,,,2024-03-14 15:00:58
0,https://gamerant.com/epic-games-store-free-games-march-2024-deus-ex-bridge-egs/,Epic Games Store Reveals 2 Free Games for March 14,2024-03-07 09:03:35,,,2024-03-07 09:03:35
